p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Pekinese,0.985789,Keeshond,0.00333366,2016-01-10 05:01:51+00:00,836,False,1,This is Flávio. He's a Macedonian Poppycock. 97% floof. Jubilant af. 11/10 personally I'd pet the hell out of https://t.co/BUyX7isHRg,Flávio,Pomeranian,True,2420,686050296934563840,11,https://pbs.twimg.com/media/CYVXBb9WsAAwL3p.jpg,True,False,Twitter for iPhone,10,0.00408291,True,floof
No Image,0.0,No Image,0.0,2016-01-10 20:41:33+00:00,1887,False,0,When bae calls your name from across the room. 12/10 (vid by @christinemcc98) https://t.co/xolcXA6gxe,None,No Image,False,4392,686286779679375361,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Boxer,0.985237,Bull Mastiff,0.00232143,2016-01-11 01:25:58+00:00,776,False,1,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,None,Pug,True,2398,686358356425093120,10,https://pbs.twimg.com/media/CYZvRttWYAE_RXc.jpg,True,False,Twitter for iPhone,10,0.00884062,True,None
Bloodhound,0.830816,Leonberg,0.0374486,2016-01-11 02:40:19+00:00,637,False,1,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,Birf,German Shepherd,True,2433,686377065986265092,10,https://pbs.twimg.com/media/CYaAS2kUoAINkye.jpg,True,False,Twitter for iPhone,10,0.0763252,True,pupper
Australian Terrier,0.477704,Silky Terrier,0.088334,2016-01-11 03:17:53+00:00,996,False,1,Say hello to Crimson. He's a Speckled Winnebago. Main passions are air hockey &amp; parkour. 11/10 would pet thoroughly https://t.co/J5aI7SjzDc,Crimson,Yorkshire Terrier,True,3553,686386521809772549,11,https://pbs.twimg.com/media/CYaI5aaW8AE8Uyk.jpg,True,False,Twitter for iPhone,10,0.171673,True,None
No Image,0.0,No Image,0.0,2016-01-11 03:47:50+00:00,769,False,0,This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB,None,No Image,False,1928,686394059078897668,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Saluki,0.3200119999999999,Ibizan Hound,0.0789747,2016-01-11 17:50:18+00:00,607,False,1,"Meet Horace. He was practicing his levitation, minding his own business when a rogue tennis ball spooked him. 10/10 https://t.co/tB9xYjMyZd",Horace,Labrador Retriever,True,2071,686606069955735556,10,https://pbs.twimg.com/media/CYdQktMWsAEI29_.jpg,True,False,Twitter for iPhone,10,0.2081719999999999,True,None
Gordon Setter,0.441331,Miniature Pinscher,0.093582,2016-01-11 18:39:05+00:00,1544,False,1,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,Olivia,Rottweiler,True,4042,686618349602762752,11,https://pbs.twimg.com/media/CYdbvwjWcAEtjYu.jpg,True,False,Twitter for iPhone,10,0.23318,True,pupper
Golden Retriever,0.100499,Cocker Spaniel,0.0794062,2016-01-11 22:56:10+00:00,912,False,1,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,Mona,Norwich Terrier,True,3072,686683045143953408,11,https://pbs.twimg.com/media/CYeWlh0WAAADhsj.jpg,True,False,Twitter for iPhone,10,0.0806711,True,pupper
Golden Retriever,0.338812,Newfoundland,0.180023,2016-01-12 02:06:41+00:00,1350,False,1,I just love this picture. 12/10 lovely af https://t.co/Kc84eFNhYU,None,Tibetan Mastiff,True,4543,686730991906516992,12,https://pbs.twimg.com/media/CYfCMdFWAAA44YA.jpg,True,False,Twitter for iPhone,10,0.180925,True,None
Bagel,0.643808,Hotdog,0.0638797,2016-01-12 03:20:05+00:00,1666,False,1,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V,None,Cheeseburger,False,3812,686749460672679938,8,https://pbs.twimg.com/media/CYfS75fWAAAllde.jpg,False,False,Twitter for iPhone,10,0.201378,False,None
No Image,0.0,No Image,0.0,2016-01-12 04:01:58+00:00,1551,False,0,This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3,None,No Image,False,3852,686760001961103360,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,pupper
Ice Bear,0.799795,Medicine Chest,0.00143058,2016-01-12 16:25:26+00:00,3582,False,1,This is Jackson. He was specifically told not to sleep in the fridge. Damn it Jackson. 11/10 would squeeze softly https://t.co/lJs10ZJsgj,Jackson,Refrigerator,False,9433,686947101016735744,11,https://pbs.twimg.com/media/CYiGvn-UwAEe4wL.jpg,False,False,Twitter for iPhone,10,0.182538,False,None
German Short-Haired Pointer,0.4171069999999999,Chesapeake Bay Retriever,0.177702,2016-01-13 02:17:20+00:00,695,False,1,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC,None,Labrador Retriever,True,2449,687096057537363968,11,https://pbs.twimg.com/media/CYkON6CVAAAPXAc.jpg,True,False,Twitter for iPhone,10,0.34173,True,pupper
Rock Crab,0.992069,Quail,0.00151257,2016-01-13 02:43:46+00:00,1124,False,1,Army of water dogs here. None of them know where they're going. Have no real purpose. Aggressive barks. 5/10 for all https://t.co/A88x73TwMN,None,Fiddler Crab,False,2571,687102708889812993,5,https://pbs.twimg.com/media/CYkURJjW8AEamoI.jpg,False,False,Twitter for iPhone,10,0.0024906,False,None
Saluki,0.883086,Whippet,0.0216056,2016-01-13 03:12:26+00:00,2803,False,2,This is Baxter. He looks like a fun dog. Prefers action shots. 11/10 the last one is impeccable https://t.co/LHcH1yhhIb,Baxter,Borzoi,True,6370,687109925361856513,11,https://pbs.twimg.com/media/CYka1NTWMAAOclP.jpg,True,False,Twitter for iPhone,10,0.0229336,True,None
Beagle,0.997121,Seat Belt,0.0002162059999999,2016-01-13 04:10:18+00:00,577,False,1,Say hello to Samson. He's a Firecracker Häagen-Dazs. 11/10 objects in mirror may be more petable than they appear https://t.co/03vR9dn7jy,Samson,Car Mirror,False,2371,687124485711986689,11,https://pbs.twimg.com/media/CYkoE10WEAAWqxm.jpg,False,False,Twitter for iPhone,10,0.0003750869999999,True,None
Shih-Tzu,0.178205,Chihuahua,0.120505,2016-01-13 04:23:58+00:00,2591,False,1,Meet Gordon. He's an asshole. 9/10 would still pet https://t.co/a34N7QwKbb,Gordon,Pug,True,6004,687127927494963200,9,https://pbs.twimg.com/media/CYkrNIVWcAMswmP.jpg,True,False,Twitter for iPhone,10,0.149164,True,None
Weimaraner,0.703561,Great Dane,0.0211125,2016-01-13 16:36:55+00:00,2146,False,1,"""You got any games on your phone"" 7/10 for invasive brown Dalmatian pupper https://t.co/yzGR9xjE9Q",None,Seat Belt,True,4777,687312378585812992,7,https://pbs.twimg.com/media/CYnS9VWW8AAeR8m.jpg,False,False,Twitter for iPhone,10,0.139909,True,pupper
Lhasa,0.747208,Maltese Dog,0.0357878,2016-01-13 16:56:30+00:00,10411,False,1,This is Tyrone. He's a leaf wizard. Self-motivated. No eyes (tragic). Inspirational af. 11/10 enthusiasm is tangible https://t.co/pRp1Npucbz,Tyrone,Shih-Tzu,True,22073,687317306314240000,11,https://pbs.twimg.com/media/CYnXcLEUkAAIQOM.jpg,True,False,Twitter for iPhone,10,0.0910253999999999,True,None
No Image,0.0,No Image,0.0,2016-01-13 22:22:41+00:00,702,False,0,This is Barry. He's very fast. I hope he finds what he's looking for. 10/10 (vid by @KeeganWolfe33) https://t.co/nTAsyvbIiO,Barry,No Image,False,2081,687399393394311168,10,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
French Bulldog,0.2233659999999999,Boxer,0.176916,2016-01-14 02:25:31+00:00,614,False,1,This is Kramer. He's a Picasso Tortellini. Tie couldn't be more accurate. Confident af. Runs his own business. 10/10 https://t.co/jIcVW0xxmH,Kramer,Boston Bull,True,2243,687460506001633280,10,https://pbs.twimg.com/media/CYpZrtDWwAE8Kpw.jpg,True,False,Twitter for iPhone,10,0.183596,True,None
Hare,0.702725,Angora,0.105072,2016-01-14 03:28:06+00:00,619,False,1,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj,Curtis,Wood Rabbit,False,2187,687476254459715584,11,https://pbs.twimg.com/media/CYpoAZTWEAA6vDs.jpg,False,False,Twitter for iPhone,10,0.190659,False,pupper
Brittany Spaniel,0.4722729999999999,English Setter,0.163411,2016-01-14 03:45:57+00:00,281,False,1,Another magnificent photo. 12/10 https://t.co/X5w387K5jr,None,English Springer,True,1760,687480748861947905,12,https://pbs.twimg.com/media/CYpsFmIWAAAYh9C.jpg,True,False,Twitter for iPhone,10,0.1668619999999999,True,None
Tibetan Mastiff,0.391471,Miniature Pinscher,0.0416919,2016-01-14 04:41:12+00:00,654,False,1,This is Marq. He stole this car. 7/10 wtf Marq? https://t.co/MHScqo5l8c,Marq,Rottweiler,True,2104,687494652870668288,7,https://pbs.twimg.com/media/CYp4vFrVAAEs9AX.jpg,True,False,Twitter for iPhone,10,0.273595,True,None
Toy Poodle,0.957365,French Bulldog,0.000667361,2016-01-14 15:57:26+00:00,576,False,1,Meet Opal. He's a Belgian Dijon Poofster. Upset because his hood makes him look like blond Justin Timberlake. 11/10 https://t.co/IAt3jRZ5ez,Opal,Pug,True,2121,687664829264453632,11,https://pbs.twimg.com/media/CYsTg1XUsAEPjxE.jpg,True,False,Twitter for iPhone,10,0.0385587,True,None
Chihuahua,0.956063,Toy Terrier,0.00539748,2016-01-14 18:33:48+00:00,950,False,1,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,Blakely,Miniature Pinscher,True,2660,687704180304273409,9,https://pbs.twimg.com/media/CYs3TKzUAAAF9A2.jpg,True,False,Twitter for iPhone,10,0.0122306,True,pupper
No Image,0.0,No Image,0.0,2016-01-14 20:24:55+00:00,750,False,0,This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl,Ember,No Image,False,1935,687732144991551489,11,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
American Staffordshire Terrier,0.151113,Boxer,0.0865912,2016-01-15 01:25:33+00:00,801,False,1,Meet Trooper &amp; Maya. Trooper protects Maya from bad things like dognappers and Comcast. So touching. 11/10 for both https://t.co/c98k1IoZKy,Trooper,Staffordshire Bullterrier,True,2625,687807801670897665,11,https://pbs.twimg.com/media/CYuVi9pWwAAbOGC.jpg,True,False,Twitter for iPhone,10,0.135697,True,None
Toy Poodle,0.873029,Soft-Coated Wheaten Terrier,0.0170309,2016-01-15 02:08:05+00:00,1080,False,1,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP,None,Lakeland Terrier,True,2758,687818504314159109,12,https://pbs.twimg.com/media/CYufR8_WQAAWCqo.jpg,True,False,Twitter for iPhone,10,0.0609242,True,pupper
Keeshond,0.99721,Pekinese,0.000372515,2016-01-15 02:41:12+00:00,1292,False,1,This is Louis. He's a rollercoaster of emotions. Incalculably fluffy. 12/10 would pet firmly https://t.co/17RGvOZO9P,Louis,Pomeranian,True,2989,687826841265172480,12,https://pbs.twimg.com/media/CYum3KbWEAArFrI.jpg,True,False,Twitter for iPhone,10,0.000803241,True,None
No Image,0.0,No Image,0.0,2016-01-15 03:39:15+00:00,2872,False,0,13/10 I can't stop watching this (vid by @k8lynwright) https://t.co/nZhhMRr5Hp,None,No Image,False,6009,687841446767013888,13,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Siberian Husky,0.240602,Norwegian Elkhound,0.0907388,2016-01-15 18:24:18+00:00,408,False,1,This is Kilo. He's a Pouncing Brioche. Really likes snow. 11/10 https://t.co/GS76SfkraY,Kilo,Eskimo Dog,True,1878,688064179421470721,11,https://pbs.twimg.com/media/CYx-tGaUoAAEXV8.jpg,True,False,Twitter for iPhone,10,0.180369,True,None
Staffordshire Bullterrier,0.973819,Chihuahua,0.00686389,2016-01-15 21:52:49+00:00,888,False,1,Please send dogs. I'm tired of seeing other stuff like this dangerous pirate. We only rate dogs. Thank you... 10/10 https://t.co/YdLytdZOqv,None,Pug,True,3093,688116655151435777,10,https://pbs.twimg.com/media/CYyucekVAAESj8K.jpg,True,False,Twitter for iPhone,10,0.010891,True,None
Arabian Camel,0.81152,Horse Cart,0.0151553,2016-01-16 02:02:19+00:00,669,False,1,This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. 10/10 for both dogs https://t.co/mFhvtX36om,Lizzie,Sorrel,False,2328,688179443353796608,10,https://pbs.twimg.com/media/CYznjAcUEAQ5Zq7.jpg,False,False,Twitter for iPhone,10,0.0248200999999999,False,pupper
Shoji,0.3694489999999999,Four-Poster,0.0987669,2016-01-16 04:11:31+00:00,937,False,1,This is Derby. He's a superstar. 13/10 (vid by @NBohlmann) https://t.co/o4Nfc8WoAO,Derby,Bannister,False,2426,688211956440801280,13,https://pbs.twimg.com/ext_tw_video_thumb/688211379870806016/pu/img/OI0VTwPYnsScQg8R.jpg,False,False,Twitter for iPhone,10,0.105307,False,None
Sombrero,0.900437,Cocker Spaniel,0.0149968,2016-01-16 15:40:14+00:00,5035,False,2,This is Louis. He's takes top-notch selfies. 12/10 would snapchat with https://t.co/vz2DukO0th,Louis,Golden Retriever,True,10180,688385280030670848,12,https://pbs.twimg.com/media/CY2iwGNWUAI5zWi.jpg,True,False,Twitter for iPhone,10,0.0222925,False,None
Shetland Sheepdog,0.696372,Cardigan,0.050592,2016-01-17 00:32:18+00:00,825,False,1,This pupper is sprouting a flower out of her head. 12/10 revolutionary af https://t.co/glmvQBRjv4,None,Pembroke,True,2520,688519176466644993,12,https://pbs.twimg.com/media/CY4ciRFUMAAovos.jpg,True,False,Twitter for iPhone,10,0.1210519999999999,True,pupper
Border Collie,0.531279,Blenheim Spaniel,0.0538399,2016-01-17 02:23:42+00:00,789,False,1,This is Frönq. He got caught stealing a waffle. Damn it Frönq. 9/10 https://t.co/7ycWCUrjmZ,Frönq,Papillon,True,2862,688547210804498433,9,https://pbs.twimg.com/media/CY42CFWW8AACOwt.jpg,True,False,Twitter for iPhone,10,0.2141969999999999,True,None
Bull Mastiff,0.5996600000000001,Staffordshire Bullterrier,0.00388902,2016-01-17 18:27:32+00:00,759,False,1,Meet Pubert. He's a Kerplunk Rumplestilt. Cannot comprehend flower. Flawless tongue. 8/10 would pat head approvingly https://t.co/2TWxg0rgyG,Pubert,American Staffordshire Terrier,True,2434,688789766343622656,8,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,True,False,Twitter for iPhone,10,0.380976,True,None
Saluki,0.199512,German Shepherd,0.0828482,2016-01-17 19:27:24+00:00,227,False,3,When you stumble but recover quickly cause your crush is watching. 12/10 https://t.co/PMeq6IedU7,None,Malinois,True,1043,688804835492233216,12,https://pbs.twimg.com/media/CY8gWFRWUAAm1XL.jpg,True,False,Twitter for iPhone,10,0.0967973,True,None
Toilet Tissue,0.6142310000000001,Skunk,0.0311582,2016-01-17 21:01:41+00:00,420,False,1,Say hello to Brad. His car probably has a spoiler. Tan year round. Likes your insta pic but doesn't text back. 9/10 https://t.co/dfCCK3tWfr,Brad,Cardigan,False,1508,688828561667567616,9,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,True,False,Twitter for iPhone,10,0.139392,False,None
Hamster,0.669996,Guinea Pig,0.0623981999999999,2016-01-18 01:22:00+00:00,792,False,1,This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. 7/10 considerably petable https://t.co/ROPZcAMQKI,Hamrick,Hog,False,2462,688894073864884227,7,https://pbs.twimg.com/media/CY9xf1dUAAE4XLc.jpg,False,False,Twitter for iPhone,10,0.077347,False,pupper
Italian Greyhound,0.8531700000000001,Chihuahua,0.0352196,2016-01-18 01:38:15+00:00,890,False,1,When you have a ton of work to do but then remember you have tomorrow off. 10/10 https://t.co/MfEaMUFYTx,None,Ibizan Hound,True,2307,688898160958271489,10,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,True,False,Twitter for iPhone,10,0.0398973,True,None
Bell Cote,0.158859,Pier,0.0877414,2016-01-18 02:21:04+00:00,874,False,1,Meet Clarence. He does parkour. 8/10 very talented dog https://t.co/WpSFZm7RPH,Clarence,Crane,False,2310,688908934925697024,8,https://pbs.twimg.com/media/CY9_BOYWkAAkuzn.jpg,False,False,Twitter for iPhone,10,0.130016,False,None
Pomeranian,0.430544,Red Fox,0.154352,2016-01-18 02:49:58+00:00,983,False,1,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x,None,Pembroke,False,3003,688916208532455424,11,https://pbs.twimg.com/media/CY-Fn1FWEAQhzhs.jpg,True,False,Twitter for iPhone,10,0.206576,True,pupper
Welsh Springer Spaniel,0.3037809999999999,Papillon,0.149051,2016-01-18 17:52:38+00:00,579,False,1,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,Trip,English Springer,True,2232,689143371370250240,10,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,True,False,Twitter for iPhone,10,0.165132,True,pupper
Airedale,0.816044,Golden Retriever,0.0306481,2016-01-18 18:36:07+00:00,1128,False,1,We normally don't rate birds but I feel bad cos this one forgot to fly south for the winter. 9/10 just wants a bath https://t.co/o47yitCn9N,None,Cocker Spaniel,True,3348,689154315265683456,9,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,True,False,Twitter for iPhone,10,0.0541354,True,None
No Image,0.0,No Image,0.0,2016-01-19 01:18:43+00:00,1212,False,0,This is Ferg. He swallowed a chainsaw. 1 like = 1 prayer 10/10 remain calm Ferg (vid by @calebturer) https://t.co/gOH51Y8Yh1,Ferg,No Image,False,2805,689255633275777024,10,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Doberman,0.215161,Chesapeake Bay Retriever,0.0702259,2016-01-19 02:36:42+00:00,285,False,1,Meet Lucky. He was showing his friends an extreme pogo stick trick when he completely lost control. 10/10 still rad https://t.co/K55XrIoePl,Lucky,American Staffordshire Terrier,True,1273,689275259254616065,10,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,True,False,Twitter for iPhone,10,0.0790509,True,None
Staffordshire Bullterrier,0.6375460000000001,American Staffordshire Terrier,0.103953,2016-01-19 02:59:01+00:00,819,False,3,This is Herald. He wants you to know he could steal your girl at any moment. 10/10 https://t.co/JR7hLnlgeS,Herald,Chihuahua,True,2197,689280876073582592,10,https://pbs.twimg.com/media/CZDRTAPUoAEaqxF.jpg,True,False,Twitter for iPhone,10,0.150694,True,None
Cairn,0.267979,Affenpinscher,0.127469,2016-01-19 03:10:43+00:00,1250,False,1,Say hello to Chipson. He's aerodynamic af. No eyes (devastating). 9/10 would make sure he didn't bump into stuff https://t.co/V62rIva61J,Chipson,Scotch Terrier,True,3624,689283819090870273,9,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,True,False,Twitter for iPhone,10,0.199619,True,None
Rifle,0.254642,Assault Rifle,0.110875,2016-01-19 03:32:10+00:00,1056,False,1,Someone sent me this without any context and every aspect of it is spectacular. 13/10 please enjoy https://t.co/Rxrd4hPmp4,None,Snowmobile,False,2476,689289219123089408,13,https://pbs.twimg.com/ext_tw_video_thumb/689289176076959744/pu/img/hEFkFtmMu_hkTlxK.jpg,False,False,Twitter for iPhone,10,0.129558,False,None
Papillon,0.799319,Cardigan,0.00338619,2016-01-19 18:39:13+00:00,1609,False,1,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,Carl,Pembroke,True,3735,689517482558820352,12,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,True,False,Twitter for iPhone,10,0.1895369999999999,True,None
Dingo,0.169482,Siberian Husky,0.154414,2016-01-19 21:18:22+00:00,519,False,1,Downright majestic af 12/10 https://t.co/WFh2FEbYzj,None,Eskimo Dog,True,2257,689557536375177216,12,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,True,False,Twitter for iPhone,10,0.161655,False,None
Chihuahua,0.426494,Cocker Spaniel,0.0703229,2016-01-20 00:03:21+00:00,6265,False,1,Here we see 33 dogs posing for a picture. All get 11/10 for superb cooperation https://t.co/TRAri5iHzd,None,Dogsled,True,12795,689599056876867584,11,https://pbs.twimg.com/media/CZHyrvOXEAEin-A.jpg,False,False,Twitter for iPhone,10,0.0731013999999999,True,None
